CIF_NO,MONTH,total_income,total_expense,total_debt_payment,count_income,count_expense,count_debt_payment,net_cashflow,total_transactions
10000433,2025-05,175249000,35279838,35130000,12,51,19,104839162,82
10000433,2025-06,53682000,23886000,6711000,8,45,27,23085000,80
10000434,2025-01,125228000,39388018,7725282,14,65,20,78114700,99
10000434,2025-02,133679524,16368000,6208451,11,66,28,111103073,105
10000434,2025-03,101947903,4777000,1190784,9,52,21,95980119,82
10000434,2025-04,202107000,34216668,4630924,17,66,27,163259408,110
10000434,2025-05,96086000,38143535,2928473,8,84,8,55013992,100
10000434,2025-06,109533610,12846638,1499279,16,91,22,95187693,129
10000435,2025-01,194579807,86563951,15251770,22,75,23,92764086,120
10000435,2025-02,106098000,14224790,3643000,12,44,18,88230210,74
10000435,2025-03,79599000,6456172,2706911,7,40,15,70435917,62
10000435,2025-04,112193000,5245534,1147000,9,44,16,105800466,69
10000435,2025-05,188916162,22153480,4615000,15,74,14,162147682,103
10000435,2025-06,69898000,15993043,6355169,5,53,17,47549788,75
10000436,2025-01,121867000,68351925,13814000,13,83,30,39701075,126
10000436,2025-02,62652000,11920811,2911000,7,58,12,47820189,77
10000436,2025-03,41619574,14724649,4137852,8,71,16,22757073,95
10000436,2025-04,57177000,13713000,2457000,6,52,17,41007000,75
10000436,2025-05,69333658,20340000,540000,12,59,7,48453658,78
10000436,2025-06,72025000,38465854,9175000,6,91,23,24384146,120
10000437,2025-01,115062000,40152878,1057000,14,99,20,73852122,134
10000437,2025-02,177385858,49209677,2371000,15,52,8,125805181,76
10000437,2025-03,138048000,18645577,5867000,11,46,21,113535423,78
10000437,2025-04,15011000,9135000,1096952,3,66,19,4779048,88
10000437,2025-05,137298000,60461482,15785878,12,64,18,61050640,94
10000437,2025-06,109359000,36620618,8954408,11,55,13,63783974,79
10000438,2025-01,139570000,34566060,11649000,22,64,25,93354940,112
10000438,2025-02,140821222,23762623,6648000,12,49,17,110410599,78
10000438,2025-03,83789000,11814000,1449000,11,61,13,70526000,85
10000438,2025-04,132997919,20899195,4715000,12,53,20,107383724,85
10000438,2025-05,147165000,42534455,9716000,10,67,21,94914545,98
10000438,2025-06,261972368,54780366,9961000,17,96,17,197231002,130
10000439,2025-01,55852000,26386762,7726529,8,93,36,21738709,137
10000439,2025-02,107273294,37388787,2315673,14,79,26,67568834,119
10000439,2025-03,146574911,13684154,3536736,17,43,14,129354021,74
10000439,2025-04,168274000,11069045,1568000,15,65,15,155636955,95
10000439,2025-05,58221012,35341575,9018000,7,83,19,13861437,109
10000439,2025-06,51688674,28961141,4572690,7,66,10,18154843,83
10000440,2025-01,221981000,85829545,22709000,19,60,20,113442455,99
10000440,2025-02,35040000,10535000,1154000,8,48,17,23351000,73
10000440,2025-03,137951000,110332138,6722000,9,80,12,20896862,101
10000440,2025-04,52148000,3093000,479000,7,49,13,48576000,69
10000440,2025-05,40544000,42088239,11116900,4,68,25,-12661139,97
10000440,2025-06,109500000,10843000,991680,16,61,12,97665320,89
10000441,2025-01,54365090,15898150,2202069,15,89,29,36264871,133
10000441,2025-02,113148672,41452584,5590774,14,60,22,66105314,96
10000441,2025-03,220083000,33360958,5874000,17,108,35,180848042,160
10000441,2025-04,80994000,28284786,5664000,10,51,19,47045214,80
10000441,2025-05,93991129,37088879,3850000,12,77,13,53052250,102
10000441,2025-06,100620138,51366111,8166000,12,57,13,41088027,82
10000442,2025-01,38738000,46818870,6193000,8,54,5,-14273870,67
10000442,2025-02,109850272,20000825,4670000,8,91,30,85179447,130
10000442,2025-03,111935000,40842980,9369000,11,95,21,61723020,127
10000442,2025-04,204249000,66602237,8242358,24,88,17,129404405,129
10000442,2025-05,65706000,39221414,9519000,11,75,24,16965586,110
10000442,2025-06,69654000,32598532,4673645,14,82,23,32381823,119
10000443,2025-01,150422000,57282792,4738461,15,122,23,88400747,160
10000443,2025-02,84465000,46941826,8861398,5,49,25,28661776,79
10000443,2025-03,75913602,18096023,11575666,6,64,45,46241913,115
10000443,2025-04,89767639,33333955,7097000,11,70,26,49336684,107
10000443,2025-05,154082000,39656554,10263158,15,80,27,104162288,122
10000443,2025-06,156789000,75171514,5838000,12,79,15,75779486,106
10000444,2025-01,98498000,20382868,11927320,14,51,36,66187812,101
10000444,2025-02,76561000,12536346,3592000,9,71,18,60432654,98
10000444,2025-03,62867000,31948334,2343744,11,62,6,28574922,79
10000444,2025-04,128080000,42879000,4201000,14,103,16,81000000,133
10000444,2025-05,53590000,31845870,3628124,4,81,18,18116006,103
10000444,2025-06,84231050,46988726,3031000,12,102,14,34211324,129
10000445,2025-01,123590000,19307000,3355589,13,76,27,100927411,116
10000445,2025-02,51211000,37855476,3092843,9,62,12,10262681,83
10000445,2025-03,158736000,50579000,6302000,12,65,20,101855000,97
10000445,2025-04,250860000,15580000,3887000,19,54,15,231393000,88
10000445,2025-05,147121434,51790583,4421000,16,58,10,90909851,85
10000445,2025-06,116104839,68617460,6018664,15,52,14,41468715,81
10000446,2025-01,199965000,36315321,1277000,15,52,3,162372679,70
10000446,2025-02,98183000,11365000,1022593,8,66,10,85795407,84
10000446,2025-03,166901000,62277824,17949000,14,81,26,86674176,121
10000446,2025-04,115006000,41554000,4199000,13,57,11,69253000,81
10000446,2025-05,42900000,14921579,2984180,5,60,28,24994241,93
10000446,2025-06,209247256,79177780,11407000,14,99,33,118662476,146
10000447,2025-01,95782000,26843378,7375000,12,67,23,61563622,102
10000447,2025-02,43780114,16162074,1747000,10,40,8,25871040,58
10000447,2025-03,182624543,46085474,15015000,12,78,24,121524069,114
10000447,2025-04,59323000,55928324,5434056,7,83,18,-2039380,108
10000447,2025-05,130270000,5029128,1219000,9,39,11,124021872,59
10000447,2025-06,104149000,42597196,5459000,8,81,19,56092804,108
10000448,2025-01,53013000,11175000,2043000,5,58,19,39795000,82
10000448,2025-02,221475000,146582053,23659000,16,79,31,51233947,126
10000448,2025-03,198933127,70458067,16488973,20,84,25,111986087,129
10000448,2025-04,161094000,29911000,2889566,10,65,27,128293434,102
10000448,2025-05,39399194,34769723,5265000,6,56,12,-635529,74
10000448,2025-06,153606000,15188807,2255000,16,71,15,136162193,102
10000449,2025-01,275225000,77097561,28688000,25,71,32,169439439,128
10000449,2025-02,200753000,22502272,2903000,14,91,24,175347728,129
10000449,2025-03,250827486,48596669,13106610,24,66,34,189124207,124
10000449,2025-04,99989654,46830000,9505944,10,78,19,43653710,107
10000449,2025-05,129979204,79424212,7431000,12,85,21,43123992,118
10000449,2025-06,125771000,7826096,4620000,14,49,20,113324904,83
10000450,2025-01,123407000,39535246,5047045,16,101,26,78824709,145
10000450,2025-02,49114000,680952,132000,7,33,9,48301048,50
10000450,2025-03,169791000,20973157,4632238,10,76,25,144185605,111
10000450,2025-04,102488000,19770000,2918000,13,82,26,79800000,121
10000450,2025-05,103624000,45533000,10567460,8,57,16,47523540,81
10000450,2025-06,206168000,47057452,9587000,19,88,20,149523548,127
10000451,2025-01,123161000,22088000,3072000,14,71,27,98001000,112
10000451,2025-02,38743000,1136484,1587063,8,48,22,36019453,78
10000451,2025-03,154352000,49314872,22160000,15,72,30,82877128,117
10000451,2025-04,123927000,1743000,216764,9,35,9,121967236,53
10000451,2025-05,209885000,64580202,13891000,17,91,21,131413798,129
10000451,2025-06,124021477,11463000,1481000,12,63,12,111077477,87
10000452,2025-01,119986238,4033681,988000,11,63,23,114964557,100
10000452,2025-02,0,3909000,2224018,0,53,25,-6133018,78
10000452,2025-03,213110000,37322978,7317000,21,84,27,168470022,132
10000452,2025-04,33564000,7555946,5830987,4,44,14,20177067,62
10000452,2025-05,129212000,16363209,1448000,11,80,17,111400791,108
10000452,2025-06,35961000,7455283,1844722,8,54,22,26660995,84
10000453,2025-01,29014000,2097570,508000,4,50,9,26408430,63
10000453,2025-02,132049000,14060332,2571000,15,56,15,115417668,86
10000453,2025-03,119489000,5266867,209000,17,59,5,114013133,81
10000453,2025-04,92498116,45025961,3865000,9,74,18,43607155,101
10000453,2025-05,76314000,23979802,2192000,6,53,9,50142198,68
10000453,2025-06,153721077,58708784,4763000,12,79,10,90249293,101
10000454,2025-01,147355000,15929116,2729528,12,44,24,128696356,80
10000454,2025-02,164741000,4219114,4324500,13,36,15,156197386,64
10000454,2025-03,71798000,4655345,521000,9,61,13,66621655,83
10000454,2025-04,143793000,4750000,2914000,14,44,21,136129000,79
10000454,2025-05,235480474,17124366,5261062,19,55,20,213095046,94
10000454,2025-06,117248000,64560271,15127159,11,77,27,37560570,115
10000455,2025-01,140487000,18623364,5408000,16,56,28,116455636,100
10000455,2025-02,33536000,20343452,3561000,2,56,18,9631548,76
10000455,2025-03,68250000,10708504,697000,7,54,9,56844496,71
10000455,2025-04,27720000,4704000,612000,4,44,7,22404000,55
10000455,2025-05,91701000,29961176,3083000,11,49,20,58656824,80
10000455,2025-06,127222000,11292988,3415000,10,74,27,112514012,111
10000456,2025-01,175514737,9543797,2316000,13,47,13,163654940,73
10000456,2025-02,83751000,14741000,4434000,8,61,34,64576000,104
10000456,2025-03,191994000,14215008,1145000,12,66,14,176633992,92
10000456,2025-04,105885439,4217000,1262000,10,54,11,100406439,75
10000456,2025-05,90780000,23540937,4934000,11,72,27,62305063,110
10000456,2025-06,220992000,27925845,4365596,15,48,20,188700559,83
10000457,2025-01,125870000,32904438,3318960,13,56,14,89646602,83
10000457,2025-02,53230000,26554085,6947000,8,52,15,19728915,75
10000457,2025-03,100920000,10914909,1762000,9,55,13,88243091,77
10000457,2025-04,34034000,19228000,4085000,4,59,16,10721000,79
10000457,2025-05,133762000,60454000,5601000,12,50,12,67707000,74
10000457,2025-06,249908000,24166000,5279924,23,56,16,220462076,95
10000458,2025-01,140681000,37685637,8527378,14,71,29,94467985,114
10000458,2025-02,18880000,19006958,2577000,4,73,7,-2703958,84
10000458,2025-03,140034000,13427967,5947151,10,66,31,120658882,107
10000458,2025-04,109170000,47024000,6362614,10,88,20,55783386,118
10000458,2025-05,177530000,38426234,7954815,19,81,21,131148951,121
10000458,2025-06,69431006,3065926,627757,8,58,15,65737323,81
10000459,2025-01,87276000,57301002,16596442,6,83,32,13378556,121
10000459,2025-02,159943953,11369782,1165000,11,28,15,147409171,54
10000459,2025-03,133639131,39929963,11848000,12,62,16,81861168,90
10000459,2025-04,94300461,12446379,1584000,9,51,15,80270082,75
10000459,2025-05,204113000,4000794,1735780,20,34,12,198376426,66
10000459,2025-06,75805994,7018370,665000,9,60,8,68122624,77
10000460,2025-01,103775000,14789496,7263000,15,84,30,81722504,131
10000460,2025-02,24543000,23585689,1176530,4,82,8,-219219,95
10000460,2025-03,105505000,58866346,5813902,7,100,28,40824752,135
10000460,2025-04,179701000,37282826,3424000,12,84,21,138994174,117
10000460,2025-05,105380000,19065564,3241000,9,69,17,83073436,95
10000460,2025-06,192456000,32140964,12600000,18,55,17,147715036,90
10000461,2025-01,52207000,8834000,574000,8,54,5,42799000,67
10000461,2025-02,241121000,31687205,9664000,18,66,24,199769795,108
10000461,2025-03,195605779,55684151,11268000,21,92,26,128653628,139
10000461,2025-04,154755818,20847247,3165000,13,64,13,130743571,90
10000461,2025-05,124079000,43409000,15068000,15,47,20,65602000,82
10000461,2025-06,175039000,47063950,10917000,18,67,27,117058050,113
10000462,2025-01,201312611,25342000,3619000,16,51,13,172351611,80
10000462,2025-02,90545000,12182382,1813000,10,45,7,76549618,62
10000462,2025-03,157042000,52499935,20261408,10,71,23,84280657,104
10000462,2025-04,6814000,1836000,77000,4,61,8,4901000,74
10000462,2025-05,55694000,15357681,694000,11,93,23,39642319,127
10000462,2025-06,128827000,13409247,4544000,15,52,19,110873753,86
10000463,2025-01,189318000,13273000,3960244,14,50,12,172084756,76
10000463,2025-02,118289000,9779796,4149000,13,35,18,104360204,66
10000463,2025-03,89576000,21318727,4724926,11,82,29,63532347,122
10000463,2025-04,105966000,13390350,3045000,12,54,20,89530650,86
10000463,2025-05,63099000,2487389,1078000,7,48,20,59533611,78
10000463,2025-06,82352000,26048000,6403000,8,50,14,49901000,72
10000464,2025-01,144245000,75951000,1052000,13,69,5,67242000,87
10000464,2025-02,76603000,36359000,12233000,6,44,11,28011000,61
10000464,2025-03,65329000,38008368,6258000,11,70,21,21062632,102
10000464,2025-04,113371000,30023912,5691314,11,67,22,77655774,100
10000464,2025-05,66393000,27426086,5662862,5,47,17,33304052,69
10000464,2025-06,104056000,15763000,2828000,10,76,13,85465000,99
10000465,2025-01,27283000,40486108,6647000,6,90,33,-19850108,132
10000465,2025-02,270757000,33944955,5412922,17,73,17,231399123,107
10000465,2025-03,251084824,58579330,6687821,18,100,26,185817673,144
10000465,2025-04,211100125,36572134,1804288,16,53,13,172723703,82
10000465,2025-05,101302000,37348299,8470000,12,73,26,55483701,111
10000465,2025-06,22420000,8206418,1902000,2,68,13,12311582,83
10000466,2025-01,9643000,28378630,4144000,2,108,20,-22879630,133
10000466,2025-02,50007000,18307287,646000,4,54,9,31053713,67
10000466,2025-03,96357000,42505679,6643000,9,89,19,47208321,117
10000466,2025-04,78169925,5023223,169000,7,54,8,72977702,69
10000466,2025-05,154384000,29903792,6819000,17,59,26,117661208,102
10000466,2025-06,54580000,14893168,972000,9,73,12,38714832,94
10000467,2025-01,164327000,59247112,12004000,17,108,26,93075888,151
10000467,2025-02,181230000,48291000,17395000,19,54,24,115544000,97
10000467,2025-03,133033000,43049323,8732000,12,86,17,81251677,115
10000467,2025-04,133401000,27101652,1681968,7,54,12,104617380,73
10000467,2025-05,205996000,34892675,7721287,13,45,18,163382038,76
10000467,2025-06,83665000,48435515,5569000,12,65,18,29660485,95
10000468,2025-01,89266000,17195340,4567000,6,71,17,67503660,94
10000468,2025-02,70331000,16840331,1251000,5,62,11,52239669,78
10000468,2025-03,221487990,20461135,435650,19,60,9,200591205,88
10000468,2025-04,159262000,59152927,6551870,16,72,20,93557203,108
10000468,2025-05,131380000,32686000,2077000,9,78,21,96617000,108
10000468,2025-06,113210000,18687262,7206000,13,76,23,87316738,112
10000469,2025-01,126557012,62801339,4652000,19,106,17,59103673,142
10000469,2025-02,113999526,27992000,2789000,12,53,13,83218526,78
10000469,2025-03,72437564,38332730,5068484,8,76,19,29036350,103
10000469,2025-04,135883000,44434334,10713690,13,76,16,80734976,105
10000469,2025-05,68036000,17159228,18057000,4,35,17,32819772,56
10000469,2025-06,59249000,15356793,3321088,7,82,21,40571119,110
10000470,2025-01,97403000,30996297,6400000,9,75,29,60006703,113
10000470,2025-02,55058000,38976042,3071000,5,86,12,13010958,103
10000470,2025-03,141835000,40523862,8071585,17,72,42,93239553,131
10000470,2025-04,128112000,41725152,9334000,16,63,15,77052848,94
10000470,2025-05,42236000,9806238,3030372,6,70,16,29399390,92
10000470,2025-06,102995139,31829944,13093000,13,58,19,58072195,90
10000471,2025-01,205875000,47534942,15324046,16,56,17,143016012,89
10000471,2025-02,182474000,50416000,27424340,15,68,29,104633660,112
10000471,2025-03,227695000,42234608,12000000,22,59,13,173460392,94
10000471,2025-04,84822000,39400721,9156000,12,60,18,36265279,90
10000471,2025-05,67911000,21834056,2160000,7,64,19,43916944,90
10000471,2025-06,119844534,22797147,3906000,12,79,13,93141387,107
10000472,2025-01,192962000,27131527,6415948,13,96,25,159414525,134
10000472,2025-02,116412000,41371040,10192302,9,73,31,64848658,113
10000472,2025-03,54644851,35585718,10238059,5,81,34,8821074,120
10000472,2025-04,91890000,19877732,9300000,7,75,35,62712268,117
10000472,2025-05,131715000,49212966,9067000,15,70,21,73435034,106
10000472,2025-06,46008000,18056760,1799000,6,98,13,26152240,117
10000473,2025-01,73136938,39532194,7841000,7,56,19,25763744,82
10000473,2025-02,80300000,21224213,3860000,8,49,15,55215787,72
10000473,2025-03,213044000,5648000,574000,20,74,18,206822000,112
10000473,2025-04,191770000,47007337,4756000,15,69,13,140006663,97
10000473,2025-05,64771252,15512805,3245924,13,73,28,46012523,114
10000473,2025-06,113592000,60273558,9850000,14,65,27,43468442,106
10000474,2025-01,79833000,46555722,6873000,10,101,21,26404278,132
10000474,2025-02,85906000,7140000,1638110,8,54,12,77127890,74
10000474,2025-03,46761356,3625126,1647000,10,47,17,41489230,74
10000474,2025-04,171098894,58352258,15481000,17,63,33,97265636,113
10000474,2025-05,135505000,13450101,2774000,12,63,13,119280899,88
10000474,2025-06,157119000,78913879,12148425,17,104,22,66056696,143
10000475,2025-01,85465543,45052288,2637618,10,88,17,37775637,115
10000475,2025-02,56206000,21090000,6534000,4,47,13,28582000,64
10000475,2025-03,106640000,21576000,2457000,9,43,18,82607000,71
10000475,2025-04,218897323,37197746,1945000,19,79,12,179754577,113
10000475,2025-05,136557000,16337450,2164000,15,43,13,118055550,71
10000475,2025-06,71270000,17513000,4007139,7,90,34,49749861,133
10000476,2025-01,151012000,75630092,17752085,9,78,31,57629823,118
10000476,2025-02,47021000,36439304,6484967,7,77,18,4096729,102
10000476,2025-03,185707594,44327443,4672000,22,79,17,136708151,118
10000476,2025-04,15010000,12951794,2706000,2,57,8,-647794,67
10000476,2025-05,151279000,19806874,951000,11,54,13,130521126,78
10000476,2025-06,70521000,21551000,4201000,5,75,22,44769000,102
10000477,2025-01,172786000,42990771,5619292,18,79,25,124175937,122
10000477,2025-02,127948000,50837894,10131766,10,53,21,66978340,84
10000477,2025-03,126098000,31622000,3244163,17,70,20,91231837,108
10000477,2025-04,77669000,75645185,11423000,9,55,16,-9399185,80
10000477,2025-05,72912000,36426326,4228365,6,69,9,32257309,84
10000477,2025-06,116800000,63883518,7579406,9,67,19,45337076,95
10000478,2025-01,87503000,64282010,12420456,12,50,14,10800534,76
10000478,2025-02,36777000,11828451,1111000,9,60,17,23837549,86
10000478,2025-03,106336000,32123385,3439839,10,62,18,70772776,90
10000478,2025-04,141984000,46821876,12583000,13,75,31,82579124,119
10000478,2025-05,203478000,79865379,26747604,18,73,29,96865017,120
10000478,2025-06,46213000,19731170,5092339,4,70,17,21389491,91
10000479,2025-01,72228000,61379559,14752982,9,104,25,-3904541,138
10000479,2025-02,139448000,44112108,1788000,12,71,18,93547892,101
10000479,2025-03,188028000,27367540,3805388,16,84,23,156855072,126
10000479,2025-04,349237000,44398678,6977000,26,71,24,297861322,121
10000479,2025-05,176496918,13089364,6413380,20,79,25,156994174,124
10000479,2025-06,153231887,53754420,4117793,13,56,14,95359674,83
10000480,2025-01,149425000,25614463,6153256,20,81,27,117657281,128
10000480,2025-02,85724000,3821233,328854,7,37,13,81573913,58
10000480,2025-03,95555000,31562497,8333000,6,64,22,55659503,92
10000480,2025-04,61900000,20363986,959000,5,76,5,40577014,86
10000480,2025-05,37172355,14137578,4339000,5,46,17,18695777,68
10000480,2025-06,91827000,47973887,6957926,9,76,29,36895187,114
10000481,2025-01,74431000,12787963,90263,12,92,6,61552774,110
10000481,2025-02,24946000,2005277,444000,7,70,17,22496723,96
10000481,2025-03,58276000,23433904,1516000,7,78,22,33326096,107
10000481,2025-04,44659000,28367848,3846000,5,90,21,12445152,117
10000481,2025-05,97320000,20100364,2748653,7,86,26,74470983,119
10000481,2025-06,135846664,51756350,6424058,11,87,25,77666256,123
10000482,2025-01,129115000,18468555,1291000,8,55,10,109355445,73
10000482,2025-02,95982000,4474636,926000,8,43,11,90581364,62
10000482,2025-03,177864000,15583560,4353000,11,73,14,157927440,98
10000482,2025-04,58662000,55269581,16436000,7,91,20,-13043581,118
10000482,2025-05,201121000,38301544,2640000,20,79,17,160179456,116
10000482,2025-06,174309000,31277061,1811000,11,77,9,141220939,97
10000483,2025-01,103194000,16306460,4321000,7,95,21,82566540,123
10000483,2025-02,67009000,17185661,2768768,6,54,15,47054571,75
10000483,2025-03,167837000,53729000,19275000,20,60,27,94833000,107
10000483,2025-04,177449000,22527553,8050000,15,33,10,146871447,58
10000483,2025-05,131002154,54164000,9901532,15,60,18,66936622,93
10000483,2025-06,141004000,14082206,9942000,19,50,41,116979794,110
10000484,2025-01,53651000,17978778,941000,9,55,17,34731222,81
10000484,2025-02,47470000,18222000,4271000,6,53,18,24977000,77
10000484,2025-03,231432000,59839614,5519000,20,90,12,166073386,122
10000484,2025-04,40990000,22581125,3819000,5,75,21,14589875,101
10000484,2025-05,83761000,34595728,19845000,9,66,35,29320272,110
10000484,2025-06,160227605,12448253,2865000,18,54,19,144914352,91
10000485,2025-01,118052000,21957179,5970402,8,69,15,90124419,92
10000485,2025-02,157813283,58595736,12953000,12,72,22,86264547,106
10000485,2025-03,314024352,44147658,7508726,21,78,25,262367968,124
10000485,2025-04,167362000,59707000,7462000,16,84,21,100193000,121
10000485,2025-05,98050000,27708622,15905000,11,56,24,54436378,91
10000485,2025-06,131911436,76218082,10896000,11,58,19,44797354,88
10000486,2025-01,19836000,9316000,1728615,5,68,30,8791385,103
10000486,2025-02,138301000,46141886,13042741,10,69,16,79116373,95
10000486,2025-03,130179000,24596000,18118000,11,39,25,87465000,75
10000486,2025-04,163833000,35904800,14653934,11,57,37,113274266,105
10000486,2025-05,97918000,14394232,1763492,7,52,9,81760276,68
10000486,2025-06,122190000,33754652,5182000,10,91,34,83253348,136
10000487,2025-01,94522000,19174813,2156452,11,51,20,73190735,82
10000487,2025-02,88472000,39553822,2817313,6,70,13,46100865,89
10000487,2025-03,50186000,32618119,2272000,8,94,11,15295881,113
10000487,2025-04,139498000,18950000,2476158,13,61,17,118071842,91
10000487,2025-05,77293000,9932606,3119000,7,56,16,64241394,79
10000487,2025-06,129451000,9741821,1264000,11,57,17,118445179,85
10000488,2025-01,161945725,62076360,8830000,17,62,15,91039365,94
10000488,2025-02,127850869,54754000,5904000,14,77,15,67192869,106
10000488,2025-03,172019000,19418176,11206012,14,71,26,141394812,111
10000488,2025-04,127522000,25062000,7660601,14,48,19,94799399,81
10000488,2025-05,71263000,30598000,1351000,7,50,12,39314000,69
10000488,2025-06,144819000,40967969,7217000,12,53,24,96634031,89
10000489,2025-01,308497000,84755142,24401411,20,103,30,199340447,153
10000489,2025-02,87855000,49594112,14305152,7,72,21,23955736,100
10000489,2025-03,131044000,12808502,3543000,17,43,21,114692498,81
10000489,2025-04,70169000,50976944,7276446,5,72,17,11915610,94
10000489,2025-05,176945000,21628244,3408000,7,65,19,151908756,91
10000489,2025-06,127925000,65580911,10372194,10,67,21,51971895,98
10000490,2025-01,93417528,19307097,3323000,12,75,25,70787431,112
10000490,2025-02,131501000,47309906,9168000,9,82,17,75023094,108
10000490,2025-03,129638000,10037617,962167,11,53,7,118638216,71
10000490,2025-04,46356000,25066898,5414000,7,96,24,15875102,127
10000490,2025-05,195568000,55435341,15371000,20,55,14,124761659,89
10000490,2025-06,166783000,40788000,12944000,19,102,26,113051000,147
10000491,2025-01,94946000,39192000,17333156,15,71,29,38420844,115
10000491,2025-02,186973000,49431318,7482000,15,82,17,130059682,114
10000491,2025-03,68316000,17687189,4527000,6,57,18,46101811,81
10000491,2025-04,113702982,5937567,1337851,16,52,14,106427564,82
10000491,2025-05,77253000,21703072,3810000,9,79,17,51739928,105
10000491,2025-06,117153000,18031023,985501,10,77,15,98136476,102
10000492,2025-01,218901942,88031334,4766578,20,94,12,126104030,126
10000492,2025-02,119472929,24252826,2778000,15,64,18,92442103,97
10000492,2025-03,177609000,45871242,1783000,20,77,9,129954758,106
10000492,2025-04,175330954,24816000,6535000,10,42,13,143979954,68
10000492,2025-05,148585133,27964418,3983000,14,79,19,116637715,112
10000492,2025-06,31599000,35685644,3338000,7,62,14,-7424644,83
10000493,2025-01,197223668,31546864,4718812,20,96,30,160957992,146
10000493,2025-02,211268000,37807136,9251355,16,41,11,164209509,68
10000493,2025-03,225450000,44320678,6248000,18,51,14,174881322,83
10000493,2025-04,41497000,64439053,9418000,4,86,15,-32360053,105
10000493,2025-05,250663000,60423194,7586718,20,56,16,182653088,92
10000493,2025-06,91454000,21807825,6393000,10,83,25,63253175,118
10000494,2025-01,93643000,30473888,7962000,8,50,14,55207112,72
10000494,2025-02,74808000,32625402,7263000,12,57,21,34919598,90
10000494,2025-03,154181000,22514128,5569000,16,59,20,126097872,99
10000494,2025-04,142900000,64119178,8640000,9,105,19,70140822,133
10000494,2025-05,107138000,35503398,11225089,11,68,27,60409513,106
10000494,2025-06,145799000,15819118,1951733,15,40,15,128028149,72
10000495,2025-01,75645000,91882038,12019204,8,115,17,-28256242,140
10000495,2025-02,187937449,22053000,5708000,19,50,14,160176449,83
10000495,2025-03,208055000,15694000,1130386,15,76,13,191230614,104
10000495,2025-04,81760000,13625886,5092000,8,60,18,63042114,86
10000495,2025-05,110138000,39189000,5083000,13,54,14,65866000,81
10000495,2025-06,113673000,24846674,6103000,8,67,22,82723326,97
10000496,2025-01,229620324,62351916,3875000,22,108,14,163393408,144
10000496,2025-02,128779000,40372156,12642318,12,48,23,75764526,83
10000496,2025-03,80050000,17679249,2801000,10,52,18,59569751,80
10000496,2025-04,78869000,6325876,1542000,8,54,15,71001124,77
10000496,2025-05,112420000,46421298,4897392,8,62,8,61101310,78
10000496,2025-06,95568000,38201116,5143000,6,69,17,52223884,92
10000497,2025-01,149773000,20243444,899000,15,82,14,128630556,113
10000497,2025-02,144946000,41692051,2649000,12,64,20,100604949,96
10000497,2025-03,109376000,39462104,4915270,10,83,18,64998626,111
10000497,2025-04,66211000,10469221,1809000,7,49,19,53932779,75
10000497,2025-05,85472000,25506575,2377000,6,79,14,57588425,99
10000497,2025-06,164856000,37562486,5464000,20,69,16,121829514,105
10000498,2025-01,143072000,4039653,539782,11,56,14,138492565,81
10000498,2025-02,29841000,70187228,4026000,4,66,19,-44372228,89
10000498,2025-03,45762000,48000752,1883000,6,91,27,-4121752,124
10000498,2025-04,103707490,41805000,1248000,13,62,10,60654490,85
10000498,2025-05,98701000,5393895,833000,10,43,14,92474105,67
10000498,2025-06,82673000,24341214,2689000,6,75,19,55642786,100
10000499,2025-01,21080000,17433448,4213000,3,56,13,-566448,72
10000499,2025-02,69781679,46011148,1866000,10,74,3,21904531,87
10000499,2025-03,292305723,31549158,6473000,20,54,15,254283565,89
10000499,2025-04,74433000,17931783,3601733,9,69,17,52899484,95
10000499,2025-05,67739000,22754719,8297065,6,53,10,36687216,69
10000499,2025-06,76070000,33818880,9636000,10,65,18,32615120,93
10000500,2025-01,235436000,54106344,14675811,15,81,21,166653845,117
10000500,2025-02,74456000,24022649,5121829,7,65,29,45311522,101
10000500,2025-03,96365000,16309029,5500000,11,54,13,74555971,78
10000500,2025-04,112064000,19079187,8072000,10,60,30,84912813,100
10000500,2025-05,76002000,19720078,3291607,8,59,17,52990315,84
10000500,2025-06,135809000,25820261,4154000,18,77,20,105834739,115
10000501,2025-01,259045000,90454559,17901000,24,102,33,150689441,159
10000501,2025-02,69470974,18197297,3909119,4,47,17,47364558,68
10000501,2025-03,95751000,10501696,5345724,12,54,32,79903580,98
10000501,2025-04,94886000,59604575,7822000,13,65,19,27459425,97
10000501,2025-05,112401884,42449825,9451000,11,67,35,60501059,113
10000501,2025-06,89776000,44449909,2381000,8,64,11,42945091,83
10000502,2025-01,90558000,35263612,5453428,9,101,27,49840960,137
10000502,2025-02,104500000,70183292,15160187,15,96,17,19156521,128
10000502,2025-03,124203000,33236512,2834000,13,62,8,88132488,83
10000502,2025-04,92383000,46812950,530000,12,90,9,45040050,112
10000502,2025-05,109623801,18812000,2386644,11,44,10,88425157,66
10000502,2025-06,50413000,15543845,5281593,7,71,36,29587562,114
10000503,2025-01,119902522,40498742,11998000,13,91,31,67405780,135
10000503,2025-02,129708000,52402304,12581133,13,63,24,64724563,100
10000503,2025-03,156995000,24607000,1534000,11,70,10,130854000,91
10000503,2025-04,117108000,52729000,1740000,8,77,8,62639000,93
10000503,2025-05,157963507,62755678,2407000,16,93,13,92800829,122
10000503,2025-06,130744000,46521790,12741000,10,81,17,71481210,108
10000504,2025-01,94732000,39943368,9456300,10,86,23,45332332,119
